game,achievement,description,achieved,unlocktime
Skyforge,Machavann,Defeat the avatar of the Phytonides.,False,null
Skyforge,Integrator,Defeat the avatar of the Mechanoids.,False,null
Skyforge,Thanatos,Defeat the avatar of the Reapers of Death.,False,null
Skyforge,Dangerous Greenhouse,"Defeat Nephelis, an ancient Entid, in the Phytonide distortion.",False,null
Skyforge,Mechanoid Base,Defeat Rethiarius Commander Legatus in the Mechanoid distortion.,False,null
Skyforge,Death Dealers,Defeat Plague Ravager Imenad in the Reaper distortion.,False,null
Skyforge,Monster Hunter,Kill 100 bosses.,False,null
Skyforge,Monster Eradicator,Kill 1000 bosses.,False,null
Skyforge,Highest Score,Complete 100 different adventures with an S rank.,False,null
Skyforge,Role Model,Complete 1000 different adventures with an S rank.,False,null
Skyforge,Team Spirit,Complete a raid adventure for the first time.,False,null
Skyforge,Absolute Superiority,Complete 10 raid adventures.,False,null
Skyforge,Duelist,Defeat 50 immortals.,False,null
Skyforge,God Killer,Defeat 500 immortals.,False,null
Skyforge,Hero of the Arena,Win 10 battles.,False,null
Skyforge,Legend of the Arena,Win 100 battles.,False,null
Skyforge,Immortal,Become an immortal.,True,2018-05-12 20:11:25
Skyforge,Test Dummy,Finish a class tutorial.,True,2018-05-12 20:28:18
Skyforge,Easy Rider,Mount up for the first time.,False,null
Skyforge,Never Alone,Aquire a companion.,False,null
Skyforge,Breath of Cold,Complete all upgrades in the Cryomancer Temple.,False,null
Skyforge,Paragon of Mercy,Complete all upgrades in the Lightbinder Temple.,False,null
Skyforge,Champion of Justice,Complete all upgrades in the Paladin Temple.,False,null
Skyforge,Keeper of Harmony,Complete all upgrades in the Monk Temple.,False,null
Skyforge,Lord of Gravity,Complete all upgrades in the Kinetic Temple.,False,null
Skyforge,Heat of Frenzy,Complete all upgrades in the Berserker Temple.,False,null
Skyforge,Master of Accuracy,Complete all upgrades in the Archer Temple.,False,null
Skyforge,Incarnation of Darkness,Complete all upgrades in the Necromancer Temple.,False,null
Skyforge,Keeper of Secrets,Complete all upgrades in the Slayer Temple.,False,null
Skyforge,Quintessence of Progress,Complete all upgrades in the Gunner Temple.,False,null
Skyforge,Tainted Heart,Complete all upgrades in the Witch Temple.,False,null
Skyforge,Master of Synthesis,Complete all upgrades in the Alchemist Temple.,False,null
Skyforge,Ideal of Valor,Complete all upgrades in the Knight Temple.,False,null
Skyforge,Keeper of Borders,Complete all upgrades in the Gunslinger Temple.,False,null
Skyforge,That was Brutal!,Kill 15 monsters in 3 seconds.,True,2018-05-12 20:27:49
Skyforge,Strength in Unity,Join a Pantheon.,False,null
Skyforge,Supreme Force,Assume your divine form 10 times.,False,null
Skyforge,Shoulder to Shoulder,Complete 10 group adventures.,False,null
Skyforge,Weird Science,Create a Female Character.,False,null
Skyforge,Shapeshifter,Switch Class.,True,2018-05-12 20:24:36
Skyforge,The Lumberjack!,Complete all tasks in Lanber Forest.,False,null
Skyforge,The Tourist!,Complete all tasks in Naori Isle.,False,null
Skyforge,The Prospector!,Complete all tasks in Isola Digs.,False,null
Skyforge,Seriously?,Die unexpectedly.,False,null
Skyforge,Journey to the center,Take a tumble.,False,null
Skyforge,Defender of Tessa,Complete all upgrades in the Grovewalker Temple.,False,null
Skyforge,Death’s Chosen,Complete all upgrades in the Revenant Temple.,False,null
Skyforge,Voice of Aelion,Complete all upgrades in the Soundweaver Temple.,False,null
Skyforge,Fireborn,Complete all upgrades in the Firestarter Temple.,False,null
Skyforge,Soldier of Fortune,Complete all upgrades in the Bounty Hunter Temple.,False,null
Paladins,Double Kills Bronze,10 Double Kills.,True,2017-11-05 19:33:42
Paladins,Double Kills Silver,50 Double Kills.,False,null
Paladins,Double Kills Gold,100 Double Kills,False,null
Paladins,Double Kills Platinum,200 Double Kills.,False,null
Paladins,Double Kills Diamond,400 Double Kills.,False,null
Paladins,Champion Mastery I,1 Champion at Mastery 5.,True,2017-10-04 15:29:08
Paladins,Champion Mastery II,2 Champions at Mastery 5.,True,2018-06-03 21:39:01
Paladins,Champion Mastery III,3 Champions at Mastery 5.,True,2018-06-03 21:39:01
Paladins,Champion Mastery IV,4 Champions at Mastery 5.,False,null
Paladins,Champion Mastery V,5 Champions at Mastery 5.,False,null
Paladins,Champion Mastery VI,6 Champions at Mastery 5.,False,null
Paladins,Champion Mastery VII,7 Champions at Mastery 5.,False,null
Paladins,Champion Mastery VIII,8 Champions at Mastery 5.,False,null
Paladins,Champion Mastery IX,9 Champions at Mastery 5.,False,null
Paladins,Champion Mastery X,10 Champions at Mastery 5.,False,null
Paladins,Survivor,Survive more than 50 battles with less than 10% health.,False,null
Paladins,Boom Headshot,Land 5 headshots in a row without missing.,False,null
Paladins,Bronze Friends Forever,Play 5 hours with a player from your friends list in your party.,True,2017-11-05 13:04:29
Paladins,Silver Friends Forever,Play 10 hours with a player from your friends list in your party.,True,2017-11-05 20:07:50
Paladins,Friends Forever Gold,Play 25 hours with a player from your friends list in your party.,False,null
Paladins,Friends Forever Platinum,Play 100 hours with a player from your friends list in your party.,False,null
Paladins,Friends Forever Diamond,Play 250 hours with a player from your friends list in your party.,False,null
Paladins,Teamed Up Bronze,Play a match while in a party.,True,2017-10-04 13:57:20
Paladins,Teamed Up Silver,Play 10 matches while in a party.,True,2017-10-05 22:19:55
Paladins,Teamed Up Gold,Play 20 matches while in a party.,True,2017-11-05 17:33:15
Paladins,Teamed Up Platinum,Play 50 matches while in a party.,False,null
Paladins,Teamed Up Diamond,Play 100 matches while in a party.,False,null
Paladins,Beta Player,Reach level 30 during the Paladins Beta.,False,null
Paladins,Untouched,Win a match where the enemy team scored no points.,True,2017-10-04 13:43:04
Paladins,Questions Later,Deal damage to every enemy champion in a match before any of them damage you.,False,null
Paladins,From The Grave,Kill an enemy champion after they had already killed you.,True,2017-10-04 14:20:45
Paladins,Hard Carry,Kill more than 20 enemy champions in a single match.,False,null
Paladins,Well Trained,Complete the Paladins Tutorial.,True,2017-10-03 19:57:37
Paladins,Bounty Hunter,Kill an enemy player who is on a 15 killstreak or higher.,True,2017-10-04 14:45:28
Paladins,Counter-Air Defense,Kill a player in the air who is over 100 units above the ground.,True,2017-10-04 13:51:16
Paladins,Give 110 Percent,Get a killing blow after the round has ended.,True,2017-11-04 23:48:45
Paladins,Gone Spelunking,Die to an environmental hazard.,False,null
Paladins,I Like Big Numbers,"Deal more than 100,000 damage during a match.",True,2017-11-05 13:47:57
Paladins,Last One Standing,Be the only player alive in a match.,False,null
Paladins,Master Collector,Unlock 100 Cards.,True,2018-06-03 21:39:01
Paladins,Not Like This,Kill an enemy player while you are at or below 50 Health.,True,2017-10-04 14:20:44
Paladins,Send Off,Kill a player with an environmental hazard.,True,2017-11-05 18:51:48
Paladins,Sniper,Kill an enemy player from over 300 units away.,False,null
Paladins,A New Challenger,Unlock Ranked,False,null
Paladins,Bullet Sponge,"Shield over 100,000 damage in a match",False,null
Paladins,Surgeon General,"Heal over 100,000 health in a match",False,null
Paladins,Citizen of the Realm,Get a daily reward 7 days in a row,False,null
Paladins,This is My Style,Build your own custom loadout,False,null
Paladins,Battle Thirsty,Play over 300 matches,False,null
Paladins,To the Victor go the Spoils,"Earn over 500,000 Gold over your play history",False,null
Paladins,Millionaire,"Earn over 1,000,000 Gold over your play history",False,null
Paladins,Unstoppable,Reach a 20 kill streak in a match,True,2017-11-05 17:49:41
Paladins,Big Spender,"Spend over 100,000 Credits in the item store over all your matches",False,null
Paladins,Pinnacle,Reach Master in Ranked,False,null
Paladins,Witness to History,Have a Paladins account over 1 year old,False,null
Paladins,Variety is the Spice of Life,Have over 30 different champions at mastery level 10 or higher,False,null
Paladins,The Dedicated,Have over 30 different champions at mastery level 15 or higher,False,null
Paladins,The Insane,Have over 30 different champions at mastery level 20 or higher,False,null
Bayonetta,A Primer In The Magical Arts,Complete the Vestibule.,False,null
Bayonetta,"Fortitudo, Bringer Of Flame",Defeat Fortitudo on any difficulty.,False,null
Bayonetta,"Temperantia, Manipulator Of Wind",Defeat Temperantia on any difficulty.,False,null
Bayonetta,"Iustitia, Giver Of Life",Defeat Iustitia on any difficulty.,False,null
Bayonetta,"Sapientia, Controller Of Seas",Defeat Sapientia on any difficulty.,False,null
Bayonetta,Master Of The Heavens,Defeat Father Balder on any difficulty.,False,null
Bayonetta,Taste Of The Witching Hour,Complete all Chapters on any difficulty.,False,null
Bayonetta,Chapters 1-4 (Normal),Complete Chapters 1 through 4 on Normal difficulty.,False,null
Bayonetta,Chapters 5-7 (Normal),Complete Chapters 5 through 7 on Normal difficulty.,False,null
Bayonetta,Chapters 8-11 (Normal),Complete Chapters 8 through 11 on Normal difficulty.,False,null
Bayonetta,Chapters 12-13 (Normal),no description available,False,null
Bayonetta,Chapters 14-Epilogue (Normal),no description available,False,null
Bayonetta,Umbra Witch,Complete all Chapters on Normal difficulty.,False,null
Bayonetta,New Testament: Ch. 1-4 (Hard),Complete Chapters 1 through 4 on Hard difficulty.,False,null
Bayonetta,New Testament: Ch. 5-7 (Hard),Complete Chapters 5 through 7 on Hard difficulty.,False,null
Bayonetta,New Testament: Ch. 8-11 (Hard),Complete Chapters 8 through 11 on Hard difficulty.,False,null
Bayonetta,New Testament: Ch. 12-13 (Hard),no description available,False,null
Bayonetta,New Testament: Close The Book,no description available,False,null
Bayonetta,Umbra Elder,Complete all Chapters on Hard difficulty.,False,null
Bayonetta,Legendary Dark Witch,Complete all Chapters on ? Climax difficulty.,False,null
Bayonetta,I'm A Bit... I Mean Witch.,Execute a Torture Attack.,False,null
Bayonetta,"Feels Good, Doesn't It?",Execute 50 Torture Attacks.,False,null
Bayonetta,You Want To Touch Me?,Engage Witch Time successfully 10 times.,False,null
Bayonetta,Nice Try,Engage Witch Time successfully 10 times consecutively.,False,null
Bayonetta,Platinum!,Earn 10 Platinum Medals. Must be earned in 10 different battles.,False,null
Bayonetta,"Double, Double, Toil And Trouble",Create 20 Concoctions.,False,null
Bayonetta,Tread Not So Softly,Kill an enemy by jumping on top of them.,False,null
Bayonetta,Nice And Relaxed,Avert 10 enemy attacks with the Moon of Mahaa-Kalaa equipped.,False,null
Bayonetta,Touch And It Will Hurt,Counter 10 enemy attacks with the Moon of Mahaa-Kalaa equipped.,False,null
Bayonetta,Touch And It Will REALLY Hurt,Counter three enemy attacks consecutively with the Moon of Mahaa-Kalaa equipped.,False,null
Bayonetta,"Come Here, Little Boy",Taunt and defeat five plus angered enemies while taking no damage. Gaze of Despair may be equipped.,False,null
Bayonetta,Wicked Weaver,Execute a Wicked Weave attack while using Dodge Offset.,False,null
Bayonetta,Wicked Weave Master,Execute 20 Wicked Weave attacks while using Dodge Offset.,False,null
Bayonetta,The Deepest Cut,Kill 20 enemies using only Iai-Jutsu with Shuraba. (Iai-Jutsu performed by holding the Y button.),False,null
Bayonetta,Higher And Higher,"While never setting foot on the ground, grab enemies 10 times using Kulshedra.",False,null
Bayonetta,The Ice Witch,Freeze 20 enemies while wearing Odette.,False,null
Bayonetta,Seeker Of Magic,Purchase three new techniques.,False,null
Bayonetta,Commander Of Magic,Purchase all techniques.,False,null
Bayonetta,Record Collector,Obtain three complete Angelic Hymn Gold LPs.,False,null
Bayonetta,Record Fanatic,Obtain seven complete Angelic Hymn Gold LPs.,False,null
Bayonetta,Treasure Collector,Discover half of all the Umbra Witches' final resting places.,False,null
Bayonetta,Treasure Fanatic,Discover all of the Umbra Witches' final resting places.,False,null
Bayonetta,The Path To The Heavens,Discover all Alfheim portals.,False,null
Bayonetta,Angel May Cry,Complete half of all Alfheim portals.,False,null
Bayonetta,Angel Slayer,Complete all Alfheim portals.,False,null
Bayonetta,Truth In Its Purest Form,Collect all of Antonio's Notes.,False,null
Bayonetta,Naughty Tentacles,Destroy all the tentacles that drop down together during in single sequence in Chapter 9.,False,null
Bayonetta,A Mother's Love,"Defend Cereza during the out of body experience, ensuring she takes no damage.",False,null
Bayonetta,Fire The Afterburners,Earn Platinum Medals during Verse 1 and Verse 2 of Chapter 14.,False,null
Bayonetta,Just In The Nick Of Time,Dodge the runaway streetcar during Chapter 2.,False,null
Life is Strange™,Chrysalis,Finish Episode 1: Chrysalis,True,2017-11-11 19:25:42
Life is Strange™,Macro Eyes,Take optional photo #1 in Episode 1: Chrysalis,True,2017-11-10 20:18:23
Life is Strange™,Wide Angles,Take optional photo #2 in Episode 1: Chrysalis,True,2017-11-11 19:41:27
Life is Strange™,Telephotogenic,Take optional photo #3 in Episode 1: Chrysalis,True,2017-11-10 20:59:59
Life is Strange™,Close-Ups,Take optional photo #4 in Episode 1: Chrysalis,True,2017-11-10 21:05:24
Life is Strange™,Red Eye,Take optional photo #5 in Episode 1: Chrysalis,True,2017-11-11 19:36:03
Life is Strange™,Focused,Take optional photo #6 in Episode 1: Chrysalis,True,2017-11-11 19:37:58
Life is Strange™,Zoomed In,Take optional photo #7 in Episode 1: Chrysalis,True,2017-11-11 19:34:01
Life is Strange™,Focal Pointed,Take optional photo #8 in Episode 1: Chrysalis,True,2017-11-10 21:43:09
